title,views,log_views,exclamation,question,bleep_censor,pos_VBD,pos_NN,pos_POS,pos_JJ,pos_IN,pos_.,pos_VBN,pos_DT,pos_:,pos_NNS,pos_VB,pos_TO,pos_-NONE-,pos_VBZ,pos_VBP,pos_'',pos_RB,pos_NNP,pos_MD,pos_RP,pos_PRP,pos_VBG,pos_CD,pos_WRB,pos_$,pos_CC,"pos_,",pos_WP,pos_RBS,pos_PRP$,pos_WDT,pos_JJR,pos_#,pos_JJS,pos_EX,pos_RBR,pos_LS,pos_PDT,pos_``,pos_WP$
Tucker Carlson Hates Both Colbert And The 'Twitter Chick' Behind #CancelColbert,18004,9.798349234412823,0,0,0,0,5,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scarborough Calls Treatment Of Ex-Christie Aide Kelly 'Shameful',8207,9.012742727629712,0,0,0,0,2,0,2,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Registered Sex Offender And Convicted Killer Runs For CA Guv,4879,8.492695559815838,0,0,0,2,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anti-Ford Posters Promote Candidates Who Only Drink, Smoke Pot (PHOTOS)",1601,7.378383712996714,0,0,0,0,2,0,1,0,0,0,0,1,3,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Obama Endorses Sen. Schatz Over Challenger Hanabusa In Hawaii,1646,7.406103381237014,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebelius: We Saw A 'Galifinakis Bump' On HealthCare.gov,3084,8.033982734683219,0,0,0,1,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michigan GOP Senate Candidate 'Open' To Minimum Wage Hike,292,5.676753802268282,0,0,0,0,5,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Koch Once Backed Candidate Who Called Social Security A 'Pyramid Scheme',1519,7.325807502595773,0,0,0,1,4,0,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fox News Shortchanges Obamacare Enrollment With Misleading Graphic,29690,10.298565567757805,0,0,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sebelius: No, We Are Not 'Cooking The Books' On Obamacare Sign-Ups",2270,7.727535110475447,0,0,0,0,2,1,1,1,0,0,2,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox News Host Grills Lindsey Graham About GOP's Missing Obamacare Alternative (VIDEO),24619,10.111273781529297,0,0,0,0,10,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NRA Board Member Wants No Part Of What 'May Happen' At Big NY Gun Rally,16739,9.725496605102618,0,0,0,0,7,0,2,2,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
READ: The New Paul Ryan Budget,2454,7.805474625270858,0,0,0,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boston Marathon Bombing Victim Sues Glenn Beck For Defamation,49965,10.81907803929589,0,0,0,1,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama To Deliver Statement On Obamacare At 4:15PM ET,3225,8.078688229229872,0,0,0,0,4,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz Shows Off His New Winston Churchill Tattoo (VIDEO),2138,7.6676260915849905,0,0,0,1,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MSNBC's Ronan Farrow Has Had A Very Rough Day,78865,11.275492808921573,0,0,0,0,4,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senate Democrats Threaten Repeated Votes On Minimum Wage,2629,7.874358824729882,0,0,0,0,2,0,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HealthCare.gov Reports 'Record Volume' On Obamacare Deadline Day,2293,7.737616282857903,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mass. Guv Candidate Turns His Kidney Stone Into a Fundraising Pitch,544,6.298949246855942,0,0,0,0,6,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Poll: Obamacare Support Breaks Even For First Time,30159,10.31423866507353,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sebelius: 80-90% Of Obamacare Enrollees Have Paid First Premium,3291,8.098946748943339,0,0,0,0,4,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Carney: If We Were 'Cooking The Books' On Obamacare, Wouldn't We Have Done It Sooner?",5866,8.676928249537397,0,1,0,1,2,1,1,2,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Harry Reid Endorses Sen. Brian Schatz,2185,7.68937110752969,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Ryan Will Release His New Budget On Tuesday,1132,7.0317412587631285,0,0,0,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
CNN Pretends To Search For Missing Airplane From A Flight Simulator In Canada (VIDEO),5608,8.631949428714426,0,0,0,0,7,0,0,3,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver: Dem's Farmer Remark Makes GOP Iowa Victory 'More Plausible',2734,7.9135210172838955,0,0,0,0,7,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Powerful Ways And Means Committee Chairman Dave Camp To Retire,3878,8.263074835802596,0,0,0,0,4,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colbert Declares Victory: 'Dark Forces' Of #CancelColbert Have Been Thwarted (VIDEO),23565,10.067517839357832,0,0,0,0,3,1,1,1,0,2,0,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jersey GOPer Failed To File For Senate Race Because He Was Stuck In Traffic,3197,8.069968149059841,0,0,0,2,4,0,1,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fox News Corrects Misleading Obamacare Enrollment Graphic,13502,9.510593101601817,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bill Clinton Cops Hillary's Style And Her Meme,4259,8.356789669923213,0,0,0,0,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Harry Reid: GOP Budget A Blueprint For 'Koch-Topia',1838,7.516433302915633,0,0,0,1,4,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chris Hayes-Bill O'Reilly Has All The Makings Of The Next Cable News Feud,16377,9.703633190449867,0,0,0,0,3,0,1,1,0,0,3,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GOP Senator Doubles Down: Yes, White House Is 'Cooking The Books' On Obamacare",3943,8.279697133877628,0,0,0,0,4,1,2,2,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CHARTS: Support For The Death Penalty In America Is Shrinking,2448,7.803026643632218,0,0,0,0,4,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Fox And Friends' Hosts Tell Ted Cruz He's 'In A Minority' On Obamacare Repeal (VIDEO),11746,9.371268036082467,0,0,0,0,6,1,1,1,0,1,1,2,2,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obamacare Cuts Kentucky's Uninsured Rate By 40 Percent,48381,10.786862453648627,0,0,0,0,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOPer Attacks Primary Opponent: He Won't Say 'Repeal Obamacare',3253,8.087332926473351,0,0,0,0,3,0,2,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Republicans Will Treat Even The Weakest Defense Of Obamacare As A Gaffe,5427,8.599141774063405,0,0,0,0,3,0,0,2,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PHOTO: Obama Gets Good News On Obamacare Enrollment,5249,8.5657928612523,0,0,0,0,4,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pro-Gun Activists 'Spank' Cuomo Effigy At New York Rally,1695,7.4354380198145495,0,0,0,0,3,0,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida GOP Candidate Moonlights As Vampire Role-Player 'Chazz Darling',42848,10.6654142484909,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Obamacare Sign-Ups: 7,041,000",8015,8.989070065043654,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rick Scott Fundraiser Founded Drug Clinic Closed Due To Abuse Reports,1623,7.392031567514591,0,0,0,2,4,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary Landrieu: Obamacare Is Imperfect But Shows 'Great Promise',2103,7.651120175702701,0,0,0,0,3,0,3,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paul Ryan: Obamacare Sign-Ups A 'Pyrrhic Victory,' Law Still A 'Fiasco'",8588,9.058121158998672,0,0,0,1,4,1,1,0,0,0,2,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CNN's Missing Plane Coverage Turns Up Garbage (VIDEO),5311,8.577535420422398,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNN Painstakingly Calculates It Could Take 2,995 Years To Find The Plane (VIDEO)",4726,8.460834457746854,0,0,0,0,3,0,0,0,0,0,1,2,1,2,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama: 'There Are Still No Death Panels. Armageddon Has Not Arrived.',8226,9.015055148790367,0,0,0,0,3,0,1,0,2,1,1,1,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlanta Archbishop Apologizes For $2.2 Million Home,17064,9.744726260151186,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOP Senator Asks How Equal Pay Bill Makes Sure Men Aren't Paid Less Than Women,11633,9.361601165816767,0,0,0,0,5,0,1,1,0,1,0,0,2,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GOP Lawmaker Wants God To Get Credit For State Fossil,13485,9.50933323557383,0,0,0,0,6,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll Unskewer: Obama Is Obviously Lying About Obamacare Enrollment,43189,10.673341112178942,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll Shows Republicans Really Have No Idea What They Want Obama To Do With Russia,4415,8.392763113038061,0,0,0,0,4,0,0,1,0,0,1,0,1,1,1,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Jon Stewart Wonders If CNN Looked Up 'Their Own A**holes' Yet For The Missing Jet,7070,8.863615758890619,0,0,2,1,5,1,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hobby Lobby's Retirement Plan Invests In Birth Control Manufacturers,10975,9.303375237943373,0,0,0,0,5,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Brown Makes New Hampshire Senate Run Officially Official,1171,7.065613363597717,0,0,0,0,3,0,2,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paul Ryan's 'Joke' Budget Doesn't Go Far Enough For Sarah Palin,21106,9.957312639231036,0,0,0,1,4,1,1,1,0,0,0,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supreme Court Strikes Down Aggregate Limits On Campaign Contributions,8778,9.080003870248179,0,0,0,0,4,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ted Cruz Has Reportedly Landed A Bigger Book Deal Than Palin,962,6.8690144506657065,0,0,0,1,4,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CNN's Anderson Cooper: 'I Don’t Believe In Inheriting Money',31551,10.359360563188137,0,0,0,0,6,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wendy Davis Opponent Cites Charles Murray In Education Plan,3893,8.266935347610456,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNC Chair: McCutcheon Ruling A Victory For First Amendment,752,6.62273632394984,0,0,0,0,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The White House Doesn't Expect Obamacare To Get Popular Anytime Soon,3487,8.156797046675651,0,0,0,0,2,0,3,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Both Fort Hood Shooters Bought Their Guns At The Same Store,7107,8.868835492826895,0,0,0,1,3,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fallon Mocks Obamacare: 'Amazing' People Enrolled In Something 'Mandatory',17306,9.758808541166683,0,0,0,1,3,0,1,1,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McConnell Opponent Surprised To Learn Cockfighting Event Wasn't States Rights Rally,12263,9.414341877762027,0,0,0,2,3,0,0,0,0,1,0,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Poll: Obamacare More Popular Than Obama,3886,8.265135629937385,0,0,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Drunk-Driving Alaska Priest Charged With Drugs And Weapons Offenses,3068,8.028781162487148,0,0,0,1,2,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clinton Hopes That If There's An Alien Invasion, It Will At Least Unite The World (VIDEO)",1943,7.57198844937744,0,0,0,0,4,0,2,3,0,0,2,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
5.4 Million More Americans Have Gotten Insurance Since 2013: Study,4779,8.471986598578159,0,0,0,0,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dem Rep. Complains Congress Isn't Being Paid Enough To Live 'Decently' In Washington,8115,9.00146947994869,0,0,0,0,3,0,2,1,0,1,0,0,0,1,1,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Gibbs: Obamacare's Employer Mandate Will Not Go Into Effect,5525,8.617038526385954,0,0,0,0,4,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sarah Palin Delivers Some Vodka To Putin On 'The Tonight Show' (VIDEO),9049,9.110409533351133,0,0,0,0,5,0,0,1,0,0,1,2,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morning Joe: How Do You 'Accidentally Stumble' Into A  Cockfighting Rally?,4533,8.41913925094085,0,1,0,0,3,0,2,1,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Koch Email Urges Employees To Share Boss' WSJ Op-ed,17986,9.79734895647446,0,0,0,0,3,1,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Debunked Obamacare Jobs 'Costs' Claim Still Appearing In Anti-ACA Ads,1486,7.3038432252777055,0,0,0,1,2,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolutely Positively Last Chance Obamacare Enrollment Deadline Set,2275,7.729735331385051,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Letterman Has Reportedly Announced His Retirement,12233,9.411892497046917,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Humane Society Calls On McConnell Opponent To Withdraw After Speaking At Cockfighting Rally,2950,7.989560449333865,0,0,0,0,4,0,0,3,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Priebus: SCOTUS Ruling 'Victory' For Candidates And Parties,2831,7.9483852851118995,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
David Ortiz's Selfie With Obama Was Also A Samsung Stunt,3349,8.116417072794205,0,0,0,2,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama: GOP Budget Is A 'Stinkburger',13537,9.513181956185786,0,0,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort Hood Officials Hold News Conference (WATCH LIVE),1370,7.22256601882217,0,0,0,1,4,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Army Official: 'No Indication' Of Ties To Terrorism In Fort Hood Massacre,5485,8.609772372709331,0,0,0,0,4,0,2,2,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fort Hood Shooter Had .45-Caliber Pistol That Wasn't Registered On Base,1737,7.459914766241106,0,0,0,3,4,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hannity's Spring Break 'Investigation' Reveals How To Use A Beer Bong (VIDEO),12341,9.420682331453184,0,0,0,0,6,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reid Trolls McConnell As Obamacare Slashes Kentucky's Uninsured Rate,18365,9.818201958253768,0,0,0,1,1,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obama 'Heartbroken' There Was Another Shooting At Fort Hood,2359,7.765993079407675,0,0,0,1,4,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Breitbart: Guy Who Called For Mass Killing Of Muslims Doesn't Work For Us,12506,9.433963808127245,0,0,0,0,3,0,0,3,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Vulnerable Dem Senator Finds Way To Tout Obamacare Enrollment And Trash Obamacare Rollout,1804,7.497761700622568,0,0,0,0,7,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fox Host: Bradley Cooper And Zach Galifianakis Should Support The Troops, Not Obamacare",16173,9.69109846411978,0,0,0,1,4,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
March Was First Month With No U.S. Combat Fatalities Since 2002,969,6.876264611890766,0,0,0,1,3,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dem Senate Candidate: SCOTUS Ruling Worst Since Dred Scott,2635,7.876638460975464,0,0,0,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TV Networks Denied Obama Airtime To Tout Obamacare Enrollment,31749,10.365616507761834,0,0,0,1,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reports Of 'Active Shooter' At Fort Hood,3650,8.202482446576537,0,0,0,0,3,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rep. McCaul: Soldiers Should Be Able To Concealed-Carry At Fort Hood,1340,7.200424892944957,0,0,0,0,3,0,2,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubio: Spanish Language Networks 'Have Become All-Out Advocates For Obamacare',3739,8.226573474977114,0,0,0,0,3,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McConnell Challenger Bevin: The Founding Fathers Were 'Very Involved' In Cockfighting,11155,9.319643106866632,0,0,0,1,5,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Report: Ex-Official At Center Of Bridge Scandal Is Cooperating With The Feds,34090,10.436759365131946,0,0,0,0,4,0,1,3,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neo-Confederate Choice For College President Prompts 'No Confidence' Vote From Faculty,18248,9.811810763964225,0,0,0,0,6,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Harvey Milk Stamp Will Be First To Feature An Openly Gay Elected Official,12791,9.456497077599392,0,0,0,0,5,0,0,0,0,1,1,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Bush 'Annoyed' At Hacker Who Revealed His Paintings To The World (VIDEO),4790,8.474285690404962,0,0,0,0,5,0,1,1,0,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Rubio Says He Won't Run For President And Senate At Same Time,2109,7.653969180478773,0,0,0,0,3,0,1,2,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
